
last year | at | CES
Pebble | has had lot with | activity
activity | doubling since | September
Pebble | has had | lot
Pebble | has had | lot of success
Pebble | has had lot with | activity doubling
developers | test | apps
apps | are | watchfaces
Pebble | is | continue
company | on | hardware
Pebble | continue | standing
we | wait | see
get.Migicovsky | details on | company 's hardware
get.Migicovsky | further details on | company 's hardware
we | have | wait
it | telling | us
war | is | is just started
war | is | is started
Unofficial Apple Weblog | known as | TUAW
sources | familiar with | situation
Unofficial Apple Weblog | better known as | TUAW
TUAW 's run | comes to | end
TUAW 's run | comes to | end on February
TUAW 's run | comes to | end on February 2nd
TUAW | has | run
TUAW | comes to | end in December 2004
it | purchased | Weblogs alongside influential sites including Autoblog
it | Weblogs alongside | other sites
TUAW | was acquired by | AOL
TUAW | comes to | end
it | Weblogs alongside | other influential sites including Autoblog
TUAW | comes to | end on February 2ndFounded just over 10 years ago
it | Weblogs alongside | influential sites
it | purchased | Weblogs
TUAW | comes to | end on February ago in December 2004
it | Weblogs alongside | sites
TUAW | comes to | end on February
it | purchased | Weblogs alongside other sites
it | purchased | Weblogs alongside influential sites
it | purchased | Weblogs alongside sites
it | purchased | Weblogs alongside sites including Autoblog
it | Weblogs alongside | other sites including Autoblog
TUAW | comes to | end on February in December 2004
it | Weblogs alongside | other influential sites
it | purchased | Weblogs alongside other sites including Autoblog
it | Weblogs alongside | influential sites including Autoblog
it | purchased | Weblogs alongside other influential sites including Autoblog
TUAW | comes to | end on February 2ndFounded just over 10 years ago in December 2004
TUAW | comes to | end on February ago
it | Weblogs alongside | sites including Autoblog
it | purchased | Weblogs alongside other influential sites
TUAW | was | acquired
TUAW | was | acquired by AOL in 2005
end | is in | December 2004
TUAW | was acquired in | 2005
TUAW | has | 11 editorial staffers
TUAW | currently has | 11 editorial staffers
earnings call | is in | November
couple writers | run | subdomain
AOL | keep | couple writers
ampnbspTechCrunch is reporting | is led by | internetAOL
ampnbspTechCrunch is reporting | is | led
ampnbspTechCrunch is reporting | is led by | dial-up internetAOL
led | is also reorganizing | its sales organization
led | is reorganizing | its sales organization
three flagship content properties | is in | Huffington Post
AOL | has | most profitable division
AOL | has | three flagship content properties
AOL | has | three flagship content properties in Huffington Post
tech sites | be affected by | changes
tech sites | be | affected
tech sites | likely be affected by | changes
tech sites | be | likely affected
tech sites | be | most likely affected
AOL | of | restructuring
tech sites | most likely be affected by | changes
it | could resurrect site in | future
AOL | selling | TUAW
it | could resurrect | site
team | are out of | jobs.Update
team | are out of | for now jobs.Update
Microsoft | radically overhaul | its web browser
Microsoft | overhaul | its web browser
company | with | Windows
Sources | familiar with | company 's Windows
Sources | tell | Verge
Sources familiar | tell | Verge
Windows 10 users | annotate | web page
Windows 10 users | annotate | web page with stylus
web page | send | notes
notes | annotations to | friend
web page | is with | stylus
notes | be | stored
web note service | will | will powered
notes | be stored on | copy
Microsoft | by | OneDrive cloud storage
web note service | will | will powered by Microsoft 's OneDrive cloud storage
annotations | are | shared
multiple users | can doodle on | web page
users | can doodle on | web page
Cortana | is coming to | your browserA second feature for Spartan
Cortana | is coming to | your browserA major feature for Spartan
Cortana | is coming to | your browserA feature for Spartan
Microsoft | of | Cortana digital assistant
Cortana | is coming to | your browserA second feature
Cortana | is coming to | your browserA major feature
Cortana | is coming to | your browserA feature
Cortana | is coming to | your browserA second major feature
Cortana | is coming to | your browserA second major feature for Spartan
Microsoft | use | Cortana
you | use | Cortana
American Airlines | is in | browser address bar
Spartan users | view directly | status of flight
flight | start | search for American Airlines in browser address bar
it | will automatically display | flights
it | will automatically display | tracked flights
it | will display | flights
particular flight | start | search for American Airlines
flight | start | search for American Airlines
you | track | flight
Spartan users | view | status of flight
flight | start | search
particular flight | start | search for American Airlines in browser address bar
it | will display | tracked flights
you | track | particular flight
particular flight | start | search
Spartan users | view directly | status
Spartan users | view | status
It | has | subtle addition
you | access Cortana search from | tab interface in Spartan
you | access Cortana search from | new tab interface in Spartan
It | has | addition
you | access | Cortana search
you | 'll | 'll able
It | has | subtle
you | access Cortana search from | tab interface
you | 'll | 'll also able
new tab interface | is in | Spartan
you | access Cortana search from | directly new tab interface
you | access Cortana search from | directly tab interface
you | access Cortana search from | directly new tab interface in Spartan
you | access Cortana search from | new tab interface
you | access Cortana search from | directly tab interface in Spartan
Cortana integration | replace | instance of existing Bing methods in Internet Explorer.Other features
Cortana integration | is in | Spartan browser
Cortana integration | is | planned
Spartan | will allow | users
users | group | tabs
they | making | it easier
Spartan | support | custom themes
Microsoft | allow | Spartan
Microsoft | also planned | allow
Microsoft | also originally planned | allow
company | dropped | this
Microsoft | originally planned | allow
final new browser | is in | Windows 10
Microsoft | planned | allow
will Windows Store app | is designed | single browser
will Windows Store app | be single browser across | PCs
will Windows Store app | be browser across | PCs
will Windows Store app | is designed | single browser across PCs
will Windows Store app | is designed | browser across PCs
Such support | may arrive in | future updates.Spartan
will Windows Store app | is | designed
will Windows Store app | is designed | browser
will Windows Store app | be | single browser
app | be | single
support | may arrive in | future updates.Spartan
will Windows Store app | be | browser
We | 're | told
this | be for | primarily legacy compatibility reasons
this | be for | legacy compatibility reasons
Internet Explorer | is in | Windows 10
Spartan | is | main browser
main browser | is in | Windows 10
users | using | it
Spartan | is | browser
most users | using | it
Spartan | is main browser in | Windows 10
Spartan | is browser in | Windows 10
Spartan | will | will Windows Store app
Both | will | will updated regularly
Both | will | will updated with identical features.Microsoft
Both | will | will updated regularly with features.Microsoft
Both | will | will updated with features.Microsoft
Both | will | will updated regularly with identical features.Microsoft
Both | will | will updated
desktop version | looks alongside | options go back forward
desktop version | looks like | simplified version
desktop version | looks with | interface above address bar
desktop version | looks alongside | options go forward
desktop version | looks alongside | options go
desktop version | looks alongside | options
desktop version | looks with | tabbed interface
desktop version | looks with | tabbed interface above address bar
desktop version | looks like | version of Chrome
desktop version | looks alongside | options go back
desktop version | looks like | version
desktop version | looks like | simplified version of Chrome
desktop version | looks with | interface
It | 's all designed without | bloat associated with versions of Internet Explorer
It | 's all designed without | bloat typically associated with older versions
It | 's designed without | bloat associated with versions
It | 's all designed without | bloat
It | look | lightweight
It | 's designed without | bloat typically associated with versions
It | has | designed
It | 's all designed without | bloat typically associated with older versions of Internet Explorer
It | 's all designed without | bloat typically associated with versions
It | 's designed without | bloat typically associated
It | 's all designed without | bloat associated with older versions
It | 's designed without | bloat associated with older versions
It | 's all designed without | bloat associated
It | 's designed without | bloat typically associated with older versions of Internet Explorer
It | has | all designed
It | 's designed without | bloat associated with older versions of Internet Explorer
It | 's all designed | look
It | 's designed without | bloat typically associated with older versions
It | 's designed without | bloat associated with versions of Internet Explorer
It | 's designed without | bloat
It | 's all designed without | bloat associated with versions
It | 's designed without | bloat typically associated with versions of Internet Explorer
It | 's all designed without | bloat typically associated
It | 's all designed without | bloat typically associated with versions of Internet Explorer
It | 's designed | look
It | 's designed without | bloat associated
It | 's all designed without | bloat associated with older versions of Internet Explorer
Spartan name | is | codename
Internet Explorer | branding with | new browser
Internet Explorer | branding with | its new browser
Microsoft | in | Windows 10 event on January 21st
Microsoft | detail | consumer features
Microsoft | detail | consumer features of Windows 10
Microsoft | detail consumer features including | its phone
Dell | at | XPS 13 Laptop
First | Look at | Dell 's XPS 13 Laptop
CES | deluge of | new HomeKit announcements
CES 2015 | deluge of | new HomeKit announcements
CES 2015 | deluge of | HomeKit announcements
CES | deluge of | HomeKit announcements
we | Thus far 've seen | garage door opener
we | far 've seen | garage door opener
we | Thus far 've seen | outlets
we | far 've seen | smart outlets
we | far 've seen | outlets
we | 've seen | garage door opener
we | Thus far 've seen | smart outlets
we | 've seen | smart outlets
we | 've seen | outlets
devices | shares | one common trait
HomeKit-compatible devices | also shares | one trait
Insteon | with | vast catalog of otherwise incompatible smart home accessories.Each new Wi-Fi device
lights | is in | living room
HomeKit-compatible devices | also shares | one common trait
devices | shares | one trait
devices | also shares | one trait
devices | also shares | one common trait
HomeKit-compatible devices | shares | one trait
commands | connected to | your home Wi-Fi network
HomeKit-compatible devices | is with | Insteon 's vast catalog of otherwise incompatible smart home accessories.Each new Wi-Fi device
HomeKit-compatible devices | shares | one common trait
that | has | it
HomeKit | has | development
HomeKit.AppleInsider | reported back in | October
testing HomeKit | is with | iOS apps
HomeKit.AppleInsider | reported in | October
that | would suggest | prominent role
that | would seemingly suggest | role for Apple TV
that | would seemingly suggest | role
that | prominent role for | Apple TV
that | would suggest | role
that | role for | Apple TV
that | would suggest | prominent role for Apple TV
that | would seemingly suggest | prominent role for Apple TV
that | would seemingly suggest | prominent role
that | would suggest | role for Apple TV
we | Here 've seen | variety of HomeKit-compatible controllers of variable quality
we | 've seen | variety of HomeKit-compatible controllers of variable quality
we | Here 've seen | variety of controllers
we | 've seen | variety of HomeKit-compatible controllers of quality
we | 've seen | wide variety of controllers of variable quality
we | Here 've seen | wide variety of controllers
we | Here 've seen | variety of HomeKit-compatible controllers
we | Here 've seen | wide variety of HomeKit-compatible controllers of quality
we | 've seen | variety of controllers
we | 've seen | variety of controllers of quality
we | 've seen | variety of controllers of variable quality
we | Here 've seen | variety of HomeKit-compatible controllers of quality
we | Here 've seen | wide variety of controllers of variable quality
we | 've seen | wide variety of HomeKit-compatible controllers of quality
we | 've seen variety at | CES
we | Here 've seen | wide variety of HomeKit-compatible controllers of variable quality
we | Here 've seen | wide variety of controllers of quality
we | Here 've seen | wide variety
we | Here 've seen | variety of controllers of variable quality
we | 've seen | wide variety of controllers
we | Here 've seen | variety of controllers of quality
we | 've seen | wide variety of HomeKit-compatible controllers of variable quality
we | 've seen | variety
we | Here 've seen variety at | CES
we | 've seen | wide variety of HomeKit-compatible controllers
we | 've seen | variety of HomeKit-compatible controllers
we | Here 've seen at | CES
we | 've seen at | CES
we | Here 've seen | variety
we | 've seen | wide variety of controllers of quality
we | Here 've seen | wide variety of HomeKit-compatible controllers
we | 've seen | wide variety
lights power strips | popped to | life
one HomeKit partner | looking wistfully at | unresponsive light bulb
Apple | has | work
Apple | still has | work do
Apple | has | work do
Apple | still has | work
none | have at | would have CES
none | have at | would have CES since none of them
Apple | had | its way
none | have at | would have CES since none
work | is in | progress
've told.HomeKit | is clearly work in | progress
licensing program | is | is started
've told.HomeKit | is | clearly work
've told.HomeKit | is | work
we | 've | 've told.HomeKit
've told.HomeKit | is work in | progress
licensing program | is | In fact is just started
licensing program | is | In fact is started
licensing program | is | is just started
HomeKit partners | announced | vague timelines for their releases
HomeKit partners | timelines for | their respective releases
HomeKit partners | announced | vague timelines
HomeKit partners | announced | timelines for their releases
HomeKit partners | announced | timelines for their respective releases
HomeKit partners | only announced | vague timelines for their respective releases
HomeKit partners | announced | vague timelines for their respective releases
HomeKit partners | announced | timelines
HomeKit partners | only announced | timelines for their releases
HomeKit partners | only announced | timelines for their respective releases
HomeKit partners | timelines for | their releases
HomeKit partners | vague timelines for | their respective releases
HomeKit partners | only announced | timelines
HomeKit partners | vague timelines for | their releases
HomeKit partners | only announced | vague timelines for their releases
HomeKit partners | only announced | vague timelines
companies | are hoping | release
companies | are hoping | release in Q1
companies | release in | Q1
other cautious partners | are hedging with | Q2 date
cautious partners | are hedging with | Q2 date
HomeKit ecosystem | look | complete enough for most home automation needs
HomeKit ecosystem | is starting | look
HomeKit ecosystem | look | complete
HomeKit ecosystem | look | complete enough for home automation needs
It | might on | might paper for now
It | might on | might paper
it | offers mix Like | other anonymish networks
it | offers | compelling mix
it | offers mix Like | anonymish networks
it | offers | compelling mix of sex
it | offers | mix of sex
it | offers | mix
it | offers mix Like | networks
it | offers mix Like | anonymish social networks
it | offers mix Like | other networks
it | offers mix Like | other anonymish social networks
it | offers mix Like | other social networks
it | offers mix Like | social networks
step | showing | you your friends ' posts
phone | to | address book
Secret | connecting to | your phone 's address book
Secret | goes | step further
Secret | goes | step
15 million times | is in | 10 months
news stories | broke first on | Secret
Several news stories | broke first on | Secret
Several news stories | broke on | Secret
news stories | broke on | Secret
Secret | has lost | some
Secret | has lost | some of its initial power
It | hit | No. 1
Secret | has lost | some its initial power
Secret | has lost | some its power
Secret | has lost | some of its power
number | slowed to | trickle
friends | is in | my feed
co-founders | working on | second version of service
Secret co-founders | working on | second version of service
activity | is in | app
Secret co-founders | working on | version
co-founders | working on | second version
co-founders | working on | version of service
Secret co-founders | working on | version of service
co-founders | working on | version
Secret co-founders | working on | second version
version | is | faster
version | is | text-based
slow-loading square photos | is Twitter-like feed with | snippets
slow-loading square photos | is | feed
square photos | is feed with | snippets of text
square photos | is | Twitter-like feed
Gone | overlaid with | words
Gone | are | slow-loading square photos overlaid with words
words | is in | their place
Gone | are | slow-loading square photos
square photos | is Twitter-like feed with | snippets
Gone | overlaid with | words in their place
Gone | are | square photos overlaid with words
slow-loading square photos | is feed with | snippets
slow-loading square photos | is | Twitter-like feed
Gone | are | square photos overlaid with words in their place
Twitter-like feed | is with | snippets of text
Gone | are | slow-loading square photos overlaid with words in their place
Gone | are | square photos
slow-loading square photos | is Twitter-like feed with | snippets of text
photos | is | Twitter-like
square photos | is Twitter-like feed with | snippets of text
square photos | is | feed
Gone | are | square photos overlaid
Gone | are | slow-loading square photos overlaid
square photos | is feed with | snippets
slow-loading square photos | is feed with | snippets of text
You | can still add | photo
it | appears in | thumbnail
You | can still add photo to | your post
You | can add photo to | your post
You | can add | photo
it | appears in | circular thumbnail
you | hold | image
Our goal | facilitate | conversation
conversation | either in | physical location
conversation | either in | physical location with your friends
conversation | either in | location
physical location | is with | your friends
conversation | either in | location with your friends
Secret | enables | private
Secret | now enables | one-on-one messaging
Secret | enables | messaging between users
Secret | now enables | private
Secret | enables About | conversation
Secret | enables | one-on-one messaging
Secret | enables | one-on-one messaging between users
Secret | enables | messaging
Secret | now enables | one-on-one messaging between users
Secret | now enables | messaging
Secret | now enables | messaging between users
Secret | now enables About | conversation
you | can leave comments on | secret
you | can still leave | comments
user | on | avatar
you | author of | post
you | can leave | comments
you | author of | post directly
you | can still leave | public comments
you | can still leave comments on | secret
you | contact | author of post directly
you | can leave | public comments
you | contact | author
you | contact | author of post
chat | gets | label like Hidden Village
you | distinguish | them
chat | gets | label like Hidden Village help
chat | gets | random label
chat | gets | label help
chat | gets | random label like Hidden Village
chat | gets | random label help
chat | gets | random label like Hidden Village help
chat | gets | label
user | gets avatar as | before
user | also gets avatar as | before
they | delete | themselves
typing | is in | response to one of your private messages
service | built for | express purpose letting
one-off Gmail accounts | leaving | address
one-off Gmail accounts | using | third-party service
one-off Gmail accounts | using | third-party service built for purpose letting
service | built for | purpose
third-party service | built for | purpose letting
Gmail accounts | using | service
Gmail accounts | using | third-party service built
Gmail accounts | using | Anonyfish
Gmail accounts | using | service built for express purpose letting
one-off Gmail accounts | using | service built
Gmail accounts | leaving address in | comments
service | built for | purpose letting
one-off Gmail accounts | using | service
third-party service | built for | express purpose letting
Gmail accounts | using | third-party service built for express purpose letting
third-party service | built for | express purpose
Gmail accounts | using | service built for express purpose
one-off Gmail accounts | using | service built for express purpose
one-off Gmail accounts | leaving address in | comments
Gmail accounts | using | third-party service built for purpose
Gmail accounts | using | service built for purpose letting
Gmail accounts | using | third-party service
one-off Gmail accounts | using | service built for purpose
one-off Gmail accounts | using | Anonyfish
one-off Gmail accounts | using | service built for express purpose letting
one-off Gmail accounts | using | third-party service built for purpose
Gmail accounts | using | third-party service built for express purpose
Gmail accounts | using | service built
one-off Gmail accounts | using | third-party service built for express purpose letting
third-party service | built for | purpose
Gmail accounts | leaving | address
one-off Gmail accounts | using | third-party service built
service | built for | express purpose
Gmail accounts | using | third-party service built for purpose letting
one-off Gmail accounts | using | third-party service built for express purpose
one-off Gmail accounts | using | service built for purpose letting
Gmail accounts | using | service built for purpose
today | after | launch
Its future | is | unclear
Secret | is also making | change you can share
Secret | is making | major change
Secret | is also making | major change you can share
Secret | is making | major change you can share
Secret | is making | change you can share
Secret | is also making | major change how you can share
Secret | is making | major change how you can share
Secret | is also making | change
Secret | is also making | change how you can share
Secret | is making | change how you can share
Secret | is making | change
Secret | is also making | major change
you | see | at least two feeds
you | Now see | at least two feeds
you | share to | your location
you | can choose In | important change
you | can choose In | change
you | can choose | share
you | can choose | share to your location
you | work for | one handful
you | feed for | that well
you | feed for | that as well
you | feed for | that
you | work for | one of handful
changes | have | goal
changes | moreIf have | goal
it | has | people
it | has | encouraging people
changes | moreIf have | common goal
it | Encouraging | you
encouraging people | share | more
people | share | more
changes | have | common goal
your post | will | will labeled
your friends | recognize | you
you | post to | your location
your post | will | will labeled with your location.Rise
your post | will | will labeled only with your location.Rise
Yik Yak | was valued at | at up $ 400 million
Yik Yak | was | valued
Yik Yak | was valued at | at $ 400 million
Yik Yak | becoming | popular
Yik Yak | becoming at | schools
new Secret design | has | similarities
new design | has | similarities
design | has | similarities
new design | has | clear similarities
new Secret design | has | clear similarities
Secret design | has | similarities
Secret design | has | clear similarities
design | has | clear similarities
they | have | have dogged by controversy
they | have | closer before them have dogged by controversy
its anonymous posts | is with | media companies
they | have | closer before them have dogged
they | have | closer have dogged by controversy
they | have | closer have dogged
they | have | have dogged
Yik Yak | has | has criticized
Yik Yak | enabling | bullying threats
Whisper | found | itself embroiled in scandal
Whisper | found | itself embroiled
itself | embroiled in | scandal
It | suspended | its editorial team
company | hiring | executives
company | took | steps
company | has invested heavily in | moderation
company | hiring executives from | Facebook
company | hiring | top executives
company | has invested in | moderation
it | has | true
people | of | names
it | has | also true
they | 're | concerned
they | 're concerned about | this
Secret | can start | feel like stream
Secret | can start | feel
Secret | feel like | stream
Secret | can start | feel like stream of Successories posters
Secret | feel like | stream of Successories posters
nice chat | is with | old friend
post | is in | my feed
gossip | drive | people
gossip | drive people away from | Secret
ick factor | obsessively checking | app
ick factor | checking | app
you?There | are | should few significant updates in app
you?There | are | more
should few more significant updates | is in | app
you?There | are | should few more significant updates in app
you?There | are | few
you | Thanks to | Secret
you?There | are | should more significant updates in app
you?There | are | should significant updates in app
it | could also encourage | good behavior
privacy concerns | having | your posts linked
legitimate privacy concerns | having | your posts linked to your phone number
it | could also encourage | behavior
privacy concerns | having | your posts linked to your phone number
privacy concerns | having | your posts
legitimate privacy concerns | having | your posts linked
it | could encourage | behavior
legitimate privacy concerns | having | your posts
it | could encourage | good behavior
you | view | all posts
you | now view | all posts
you | view | all of posts
you | now view | all of posts
you | view | all of your posts
you | now view | all of your posts
you | view | all your posts
you | wish | to
you | now view | all your posts
You | can also browse app without | signing in with phone number
You | can browse | app
You | can browse app without | signing in with phone number
You | can also browse app without | signing
signing | is with | in phone number
You | can also browse | app
You | can browse app without | signing
whose secrets | ever went | viral
whose secrets | went | viral
app | shows | you
Whisper | is in | other words
app | now shows | you
it | hosted | collections of popular posts
it | collections of | posts
it | hosted | collections
it | collections of | popular posts
company | eliminate | web version
it | hosted | collections of posts
you | share to | web.The company
experiment | is with | Secret for Work its corporate product
you | work with | email
Dens | are | used
Dens | are actively used at | companies
Dens | are used at | companies
Dens | are | actively used
Business Insider | somewhat hilariously put | company
Business Insider | hilariously put | company
Business Insider | put company in | list
Business Insider | somewhat hilariously put company in | list
Business Insider | hilariously put company in | list
Business Insider | put | company
version | feels | closer
new version | is | faster
version | is | faster
new version | feels | closer
Secret | should like | should movie
It | 's got | gamut of emotions
It | 's got | full gamut
It | 's got | gamut
It | 's got | full gamut of emotions
new version | is | good
new version | is | good enough
version | is | good enough
version | is | good
it | acquiring talent team behind | mobile app developer
BuzzFeed | announced at_time | today
Hyper IQ | investment for | publisher
significant investment | is in | building native apps
Hyper IQ | investment in | building native apps
it | acquiring | talent team
it | acquiring talent team behind | app developer
That | has | big
I | spent | hour talking about media business
you | have | exciting tech news going
I | spent | hour
you | have | pretty exciting tech news going
you | have | pretty exciting tech news
That | has | big tech story
I | spent | hour talking to BuzzFeed CEO Jonah Peretti about media business
you | have | exciting tech news
you | have | tech news going
hour | talking to | BuzzFeed CEO Jonah Peretti
hour | talking about | media business
you | have | tech news
That | has | tech story
I | spent | hour talking
I | spent | hour talking to BuzzFeed CEO Jonah Peretti
I | talk | about as much
it | was | actually interesting
I | working on | Vox.com team
it | was | actually really interesting
it | gets to | them
our publishing platform | helped | that
it | was | interesting
it | was | really interesting
I | spent | working
I | spent earlier | working on Vox.com team
I | spent earlier | working
I | spent | working on Vox.com team
We | think much about | our platform
We | think so much about | our platform
We | think about | our platform
it | makes | things
it | makes | things faster
you | want | have disappear
you | want | that
you | skip | step
something | takes | four steps
you | build | native apps?Yes
you | play | with.And
IQ | is based in | Minneapolis
it | has | pretty exciting opportunity
us | expand | our tech team
IQ | is | based
it | has | opportunity
Hyper IQ | is | based
it | has | opportunity continue
it | has | exciting
Hyper IQ | is based in | Minneapolis
it | has | pretty exciting opportunity continue
it | has | exciting opportunity continue
it | has | exciting opportunity
we | 've expanded | company
we | 've expanded company to | lot of cities
we | 've expanded company around | world now
we | 've expanded company to | lot
we | 've expanded company around | world
we | 've expanded company to | lot of different cities
we | get | bigger
everyone | all in | one office
that | was | where frustrating
that | was | frustrating
we | have | offices
things | 's for | people work
nice things | 's for | people work on
nice big meaty things | 's for | people work on
big things | 's for | people work
We | 're doing | much more
big things | 's for | people
big meaty things | 's for | people work on
nice big things | 's for | people work
big meaty things | 's for | people work
meaty things | 's for | people work on
nice big things | 's for | people work on
nice meaty things | 's for | people
nice meaty things | 's for | people work
things | 's for | people work on
nice big meaty things | 's for | people
meaty things | 's for | people
We | 're doing | more
nice meaty things | 's for | people work on
things | 's for | people
meaty things | 's for | people work
nice things | 's for | people work
nice things | 's for | people
big meaty things | 's for | people
big things | 's for | people work on
We | 're doing | so much more
nice big meaty things | 's for | people work
nice big things | 's for | people
30 people | is in | Minneapolis
Sao Paulo | is in | Brazil
IQ | building | your app
there.Hyper IQ | building | your app
larger team | is in | New York
they | done | work.Maybe
your investment | is in | technology
we | acquire | company
media nerd | asks | media nerd
they | done | such work.Maybe
they | done | great work.Maybe
people | will share | them
this | is | question
they | done | such great work.Maybe
native app | puts | your icon
app | puts | your icon
We | 're building | technology
that | 's become | more complicated
that | has | become
that | 's become | complicated
You | see | more network-integrated companies
You | see | network-integrated companies
We | break | that
We | break | that up into News
We | break | that up
I | describing | diagram
sort | describing | diagram in my head
I | 'm | sort
diagram | is in | my head
technology | is important at | single level
I | describing | diagram in my head
sort | describing | diagram
you | create | content
tools | build | games
you | do have | tools
driven | is | important
Technology | is important at | single level
great technology | distributing content on | your site matters
great technology | distributing content on | your own site matters
great technology | distributing | content
technology | distributing content on | your site matters
technology | distributing | content
technology | distributing content on | your own site matters
you | do recommend | articles
I | think with | audience?So
you | using | that
You | have | creation requiring from technology
you | have | content on your site
content creation | requiring from | technology
creation | requiring from | technology
You | have | creation
You | have | creation requiring
you | 're publishing to | platforms
You | have | content creation requiring from technology
You | have | content creation
you | have | content on your own site
APIs | has | ways
You | have | content creation requiring
you | 're publishing to | other platforms
you | have | content
you | kind of | bet
you | 're making | kind of bet
You | 're pushing BuzzFeed content into | platform
you | 're making | bet
You | 're making | web bet
you | 're making | on your homescreen bet
BuzzFeed | has | canonical home?I
it | be | native
it | Should | Should native app
it | Should | Should app
It | should | really should dictated
people | are consuming | media
It | should | should dictated
people | are consuming media at_time | today
it | 's distributed across | other platforms
it | has | distributed
it | 's very distributed across | other platforms
we | 're on | pace
it | 's distributed across | platforms
it | has | very distributed
it | 's very distributed across | platforms
Our videos | are on | Facebook on YouTube
Our videos | are on | Facebook on YouTube on AOL
Our videos | are on | Facebook
Our videos | are on | Facebook on AOL
Ze Frank 's video team | is | able
Ze Frank 's video team | learn from | all data
we | 're | able
Ze Frank 's video team | is in | LA
Ze Frank | has | video team in LA
we | use | one dashboard
Ze Frank 's video team | learn from | all of data
you | 're | able
knowledge | learning from | it
you | get | knowledge
consumers | want | engage
we | get | better
consumers | want | engage with our content
consumers | engage with | our content
consumers | really want | engage
consumers | really want | engage with our content
we | can get back | data
we | can get | data
we | Also should get | money
we | should get back | money
we | should get | money
we | Also should get back | money
you | have | that
That | has | thing
you | 're | traditional production company
you | get back | Nielsen ratings
It | has | advantage
It | has | huge
you | 're | production company
you | sell | it
you | make | television show
It | has | huge advantage
you | get | Nielsen ratings
you | 're | traditional
It | has | hard
It | has | really hard
real relationship | is with | your audience
we | have | closer relationship with our audience
we | have | relationship with our audience
we | have | closer relationship
we | get back | knowledge
we | have | relationship
we | get | knowledge
closer relationship | is with | our audience
news | is IQ on | property.So
news | is | IQ
news | is | Hyper IQ
That | matters more to | us
news | is Hyper IQ on | other property.So
news | is IQ on | other property.So
content | is on | web
content | is on | mobile web
That | matters to | us
news | is Hyper IQ on | property.So
they | are | great way get to news
you | 're thinking about | BuzzFeed
they | are | way
they | are | great
you | distributed on | platform
they | get to | news
they | are | way get to news
you | build | native app?Native apps
they | are | way get
you | build | app?Native apps
they | are | great way
they | are | great way get
Native apps | can | can really great experience
apps | can | can great experience
apps | be | great
apps | can | can experience
Native apps | can | can great experience
Native apps | can | can experience
apps | can | can really great experience
we | 're really excited about | apps
you | get data back in | way people are engaging with your content
you | get data back in | way how people are engaging with your content
you | get data in | way
we | 're excited about | native apps
you | get data in | rich way how people are engaging
people | are engaging with | your content
we | 're | really excited
you | get data in | rich way how people are engaging with your content
you | get data in | way how people are engaging with your content
you | get data in | way people are engaging
you | get data back in | rich way
you | get data in | really rich way how people are engaging with your content
you | get data in | rich way people are engaging with your content
you | get data in | rich way
you | get data back in | way people are engaging
you | get data back in | really rich way people are engaging
you | get data in | really rich way people are engaging with your content
you | get back | data
you | get data in | really rich way
you | get data back in | rich way people are engaging
you | get data back in | really rich way people are engaging with your content
you | get data back in | really rich way how people are engaging with your content
we | 're | excited
you | get data back in | rich way how people are engaging with your content
you | get data in | way how people are engaging
you | get data back in | really rich way
you | get data back in | way how people are engaging
you | get | data
you | get data in | really rich way people are engaging
you | get data back in | rich way how people are engaging
you | get data in | way people are engaging with your content
you | get data in | rich way people are engaging
you | get data back in | really rich way how people are engaging
we | 're really excited about | native apps
we | 're excited about | apps
you | get data back in | way
you | get data back in | rich way people are engaging with your content
you | get data in | really rich way how people are engaging
us | make | stuff
us | make | better stuff
us | be engaged with | our audience
us | be | engaged
that | has | reason
that | has | big reason
that | has | big
Minneapolis | is | tech town
Minneapolis | is | underrated
Minneapolis | is | underrated tech town
Minneapolis | is | underrated
users | share at | rate
users | share at | higher rate
They | read | more
us | have | app
it | makes | lots
it | lots of | sense
it | makes | lots of sense
features | is with | 5 percent of your audience
lot | is | much harder
lot | is | harder
lot | do in | app environment
It | do for | technical reasons
harder | is | really big deal
harder | is | big deal
it | has | harder
It | has | harder
it | pushing | your app
harder | is | deal
harder | is | really deal
it | do because of | app store approval
It | do for | reasons
we | 've built | kinds of tools
we | make | deployment easier on web
deployment | easier on | web
we | kinds of | tools
we | make | deployment easier
we | make | deployment
That | has | great
you | have | loops
it | is | challenge
that | has | primarily wanted
that | has | why wanted
that | has | wanted
that | has | primarily why wanted
we | hire | 30 people
we | want | go by end of next year.It 's big investment
we | want | go by end of year.It 's investment
we | want | go to 250 people
we | want | go to 250 people by end of next year.It 's big investment
we | go by | end of year.It 's investment
we | want | go
we | want | go to 250 people by end of next year.It 's investment
we | want | go to 250 people by end of year.It 's investment
we | go by | end of next year.It 's big investment
we | go by | end of year.It 's big investment
we | want | go by end
we | go by | end
we | want | go by end of year.It 's big investment
we | want | go to 250 people by end of year.It 's big investment
we | go by | end of next year.It 's investment
next year.It | of | big investment
we | want | go to 250 people by end
we | want | go by end of next year.It 's investment
we | go to | 250 people
We | have | as short
We | have | short
they | 're | native
It | 's kind of | mindset
you | build | things
It | 's kind of | different mindset
It | has | kind
we | build | features
it | was designed in | way
we | build | cool features
you | look now at | our app
you | look at | our app
it | was | designed
it | was designed in | such way
It | would seem | crazy
we | 're | ready
we | 're | Now ready
it | is | challenging
